#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
            FGSG_06982.3,FGSG_06982.2,UNCHANGED,
            FGSG_06983.3,FGSG_06983.2,UNCHANGED,
            FGSG_06984.3,FGSG_06984.2,UNCHANGED,
            FGSG_06985.3,FGSG_06985.2,UNCHANGED,
            FGSG_06986.3,FGSG_06986.2,UNCHANGED,
            FGSG_06987.3,FGSG_06987.2,UNCHANGED,
            FGSG_06988.3,FGSG_06988.2,UNCHANGED,
            FGSG_06989.3,FGSG_06989.2,UNCHANGED,
            FGSG_06990.3,FGSG_06990.2,UNCHANGED,
            FGSG_06991.3,FGSG_06991.2,UNCHANGED,
            FGSG_06992.3,FGSG_06992.2,UNCHANGED,
            FGSG_06993.3,FGSG_06993.2,UNCHANGED,
            FGSG_06994.3,FGSG_06994.2,UNCHANGED,
            FGSG_06995.3,FGSG_06995.2,UNCHANGED,
            FGSG_06996.3,FGSG_06996.2,UNCHANGED,
            FGSG_06997.3,FGSG_06997.2,UNCHANGED,
            FGSG_06998.3,FGSG_06998.2,UNCHANGED,
            FGSG_06999.3,FGSG_06999.2,UNCHANGED,
            FGSG_07000.3,FGSG_07000.2,UNCHANGED,
            FGSG_07002.3,FGSG_07002.2,UNCHANGED,
            FGSG_07003.3,FGSG_07003.2,UNCHANGED,
            FGSG_07004.3,FGSG_07004.2,UNCHANGED,
            FGSG_07005.3,FGSG_07005.2,UNCHANGED,
            FGSG_07006.3,FGSG_07006.2,UNCHANGED,
            FGSG_07007.3,FGSG_07007.2,UNCHANGED,
            FGSG_07008.3,FGSG_07008.2,UNCHANGED,
            FGSG_07009.3,FGSG_07009.2,UNCHANGED,
            FGSG_07010.3,FGSG_07010.2,UNCHANGED,
            FGSG_07011.3,FGSG_07011.2,UNCHANGED,
            FGSG_07012.3,FGSG_07012.2,UNCHANGED,
            FGSG_07013.3,FGSG_07013.2,UNCHANGED,
            FGSG_07014.3,FGSG_07014.2,UNCHANGED,
            FGSG_07015.3,FGSG_07015.2,UNCHANGED,
            FGSG_07016.3,FGSG_07016.2,UNCHANGED,
            FGSG_07017.3,FGSG_07017.2,UNCHANGED,
            FGSG_07018.3,FGSG_07018.2,UNCHANGED,
            FGSG_07019.3,FGSG_07019.2,UNCHANGED,
            FGSG_07020.3,FGSG_07020.2,UNCHANGED,
            FGSG_07021.3,FGSG_07021.2,UNCHANGED,
            FGSG_07022.3,FGSG_07022.2,UNCHANGED,
            FGSG_07023.3,FGSG_07023.2,UNCHANGED,
            FGSG_07024.3,FGSG_07024.2,UNCHANGED,
            FGSG_07025.3,FGSG_07025.2,UNCHANGED,
            FGSG_07026.3,FGSG_07026.2,UNCHANGED,
            FGSG_07027.3,FGSG_07027.2,UNCHANGED,
            FGSG_07028.3,FGSG_07028.2,UNCHANGED,
            FGSG_07029.3,FGSG_07029.2,UNCHANGED,
            FGSG_07030.3,FGSG_07030.2,UNCHANGED,
            FGSG_07031.3,FGSG_07031.2,UNCHANGED,
            FGSG_07032.3,FGSG_07032.2,UNCHANGED,
            FGSG_07033.3,FGSG_07033.2,UNCHANGED,
            FGSG_07034.3,FGSG_07034.2,UNCHANGED,
            FGSG_07035.3,FGSG_07035.2,CHANGE,TRUNCATED_NEW_START
            FGSG_07036.3,FGSG_07036.2,UNCHANGED,
            FGSG_07038.3,FGSG_07038.2,UNCHANGED,
            FGSG_07039.3,FGSG_07039.2,UNCHANGED,
            FGSG_07040.3,FGSG_07040.2,UNCHANGED,
            FGSG_07041.3,FGSG_07041.2,UNCHANGED,
            FGSG_07042.3,FGSG_07042.2,UNCHANGED,
            FGSG_07043.3,FGSG_07043.2,UNCHANGED,
            FGSG_07044.3,FGSG_07044.2,UNCHANGED,
            FGSG_07045.3,FGSG_07045.2,UNCHANGED,
            FGSG_07046.3,FGSG_07046.2,UNCHANGED,
            FGSG_07047.3,FGSG_07047.2,UNCHANGED,
            FGSG_07048.3,FGSG_07048.2,UNCHANGED,
            FGSG_07049.3,FGSG_07049.2,UNCHANGED,
            FGSG_07050.3,FGSG_07050.2,UNCHANGED,
            FGSG_07051.3,FGSG_07051.2,UNCHANGED,
            FGSG_07052.3,FGSG_07052.2,UNCHANGED,
            FGSG_07053.3,FGSG_07053.2,UNCHANGED,
            FGSG_07054.3,FGSG_07054.2,UNCHANGED,
            FGSG_07055.3,FGSG_07055.2,UNCHANGED,
            FGSG_07056.3,FGSG_07056.2,UNCHANGED,
            FGSG_07057.3,FGSG_07057.2,UNCHANGED,
            FGSG_07058.3,FGSG_07058.2,UNCHANGED,
            FGSG_07059.3,FGSG_07059.2,UNCHANGED,
            FGSG_07060.3,FGSG_07060.2,UNCHANGED,
            FGSG_07061.3,FGSG_07061.2,UNCHANGED,
            FGSG_07062.3,FGSG_07062.2,UNCHANGED,
            FGSG_07063.3,FGSG_07063.2,UNCHANGED,
            FGSG_07064.3,FGSG_07064.2,UNCHANGED,
            FGSG_07065.3,FGSG_07065.2,UNCHANGED,
            FGSG_07066.3,FGSG_07066.2,UNCHANGED,
            FGSG_07067.3,FGSG_07067.2,UNCHANGED,
            FGSG_07068.3,FGSG_07068.2,UNCHANGED,
            FGSG_07069.3,FGSG_07069.2,UNCHANGED,
            FGSG_07070.3,FGSG_07070.2,UNCHANGED,
            FGSG_07071.3,FGSG_07071.2,UNCHANGED,
            FGSG_07072.3,FGSG_07072.2,UNCHANGED,
            FGSG_07073.3,FGSG_07073.2,UNCHANGED,
            FGSG_07074.3,FGSG_07074.2,UNCHANGED,
            FGSG_07075.3,FGSG_07075.2,UNCHANGED,
            FGSG_07076.3,FGSG_07076.2,UNCHANGED,
            FGSG_07077.3,FGSG_07077.2,UNCHANGED,
            FGSG_07078.3,FGSG_07078.2,UNCHANGED,
            FGSG_07079.3,FGSG_07079.2,UNCHANGED,
            FGSG_07080.3,FGSG_07080.2,UNCHANGED,
            FGSG_07081.3,FGSG_07081.2,UNCHANGED,
            FGSG_07082.3,FGSG_07082.2,UNCHANGED,
            FGSG_07083.3,FGSG_07083.2,UNCHANGED,
            FGSG_07084.3,FGSG_07084.2,UNCHANGED,
            FGSG_07085.3,FGSG_07085.2,UNCHANGED,
            FGSG_07086.3,FGSG_07086.2,UNCHANGED,
            FGSG_07087.3,FGSG_07087.2,UNCHANGED,
            FGSG_07088.3,FGSG_07088.2,UNCHANGED,
            FGSG_07090.3,FGSG_07090.2,UNCHANGED,
            FGSG_07091.3,FGSG_07091.2,UNCHANGED,
            FGSG_07092.3,FGSG_07092.2,UNCHANGED,
            FGSG_07093.3,FGSG_07093.2,UNCHANGED,
            FGSG_07094.3,FGSG_07094.2,UNCHANGED,
            FGSG_07096.3,FGSG_07096.2,UNCHANGED,
            FGSG_07097.3,FGSG_07097.2,UNCHANGED,
            FGSG_07098.3,FGSG_07098.2,UNCHANGED,
            FGSG_07099.3,FGSG_07099.2,UNCHANGED,
            FGSG_07100.3,FGSG_07100.2,UNCHANGED,
            FGSG_07101.3,FGSG_07101.2,UNCHANGED,
            FGSG_07102.3,FGSG_07102.2,UNCHANGED,
            FGSG_07103.3,FGSG_07103.2,UNCHANGED,
            FGSG_07104.3,FGSG_07104.2,UNCHANGED,
            FGSG_07105.3,FGSG_07105.2,UNCHANGED,
            FGSG_07106.3,FGSG_07106.2,UNCHANGED,
            FGSG_07107.3,FGSG_07107.2,UNCHANGED,
            FGSG_07108.3,FGSG_07108.2,UNCHANGED,
            FGSG_07109.3,FGSG_07109.2,UNCHANGED,
            FGSG_07110.3,FGSG_07110.2,UNCHANGED,
            FGSG_07111.3,FGSG_07111.2,UNCHANGED,
            FGSG_07112.3,FGSG_07112.2,UNCHANGED,
            FGSG_07113.3,FGSG_07113.2,UNCHANGED,
            FGSG_07114.3,FGSG_07114.2,UNCHANGED,
            FGSG_07115.3,FGSG_07115.2,UNCHANGED,
            FGSG_07116.3,FGSG_07116.2,UNCHANGED,
            FGSG_07117.3,FGSG_07117.2,UNCHANGED,
            FGSG_07118.3,FGSG_07118.2,UNCHANGED,
            FGSG_07119.3,FGSG_07119.2,UNCHANGED,
            FGSG_07120.3,FGSG_07120.2,UNCHANGED,
            FGSG_07121.3,FGSG_07121.2,UNCHANGED,
            FGSG_07122.3,FGSG_07122.2,UNCHANGED,
            FGSG_07123.3,FGSG_07123.2,UNCHANGED,
            FGSG_07125.3,FGSG_07125.2,UNCHANGED,
            FGSG_07126.3,FGSG_07126.2,UNCHANGED,
            FGSG_07127.3,FGSG_07127.2,UNCHANGED,
            FGSG_07128.3,FGSG_07128.2,UNCHANGED,
            FGSG_07129.3,FGSG_07129.2,UNCHANGED,
            FGSG_07130.3,FGSG_07130.2,UNCHANGED,
            FGSG_07131.3,FGSG_07131.2,UNCHANGED,
            FGSG_07132.3,FGSG_07132.2,UNCHANGED,
            FGSG_07133.3,FGSG_07133.2,UNCHANGED,
            FGSG_07134.3,FGSG_07134.2,UNCHANGED,
            FGSG_07135.3,FGSG_07135.2,UNCHANGED,
            FGSG_07136.3,FGSG_07136.2,UNCHANGED,
            FGSG_07137.3,FGSG_07137.2,UNCHANGED,
            FGSG_07138.3,FGSG_07138.2,UNCHANGED,
            FGSG_07139.3,FGSG_07139.2,UNCHANGED,
            FGSG_07140.3,FGSG_07140.2,UNCHANGED,
            FGSG_07141.3,FGSG_07141.2,UNCHANGED,
            FGSG_07142.3,FGSG_07142.2,UNCHANGED,
            FGSG_07143.3,FGSG_07143.2,UNCHANGED,
            FGSG_07144.3,FGSG_07144.2,UNCHANGED,
            FGSG_07146.3,FGSG_07146.2,UNCHANGED,
            FGSG_07148.3,FGSG_07148.2,UNCHANGED,
            FGSG_07150.3,FGSG_07150.2,UNCHANGED,
            FGSG_07151.3,FGSG_07151.2,UNCHANGED,
            FGSG_07152.3,FGSG_07152.2,UNCHANGED,
            FGSG_07153.3,FGSG_07153.2,UNCHANGED,
            FGSG_07154.3,FGSG_07154.2,UNCHANGED,
            FGSG_07155.3,FGSG_07155.2,UNCHANGED,
            FGSG_07156.3,FGSG_07156.2,UNCHANGED,
            FGSG_07157.3,FGSG_07157.2,UNCHANGED,
            FGSG_07158.3,FGSG_07158.2,UNCHANGED,
            FGSG_07159.3,FGSG_07159.2,UNCHANGED,
            FGSG_07160.3,FGSG_07160.2,UNCHANGED,
            FGSG_07161.3,FGSG_07161.2,UNCHANGED,
            FGSG_07162.3,FGSG_07162.2,UNCHANGED,
            FGSG_07163.3,FGSG_07163.2,UNCHANGED,
            FGSG_07164.3,FGSG_07164.2,UNCHANGED,
            FGSG_07165.3,FGSG_07165.2,UNCHANGED,
            FGSG_07166.3,FGSG_07166.2,UNCHANGED,
            FGSG_07167.3,FGSG_07167.2,UNCHANGED,
            FGSG_07168.3,FGSG_07168.2,UNCHANGED,
            FGSG_07169.3,FGSG_07169.2,UNCHANGED,
            FGSG_07170.3,FGSG_07170.2,UNCHANGED,
            FGSG_07171.3,FGSG_07171.2,UNCHANGED,
            FGSG_07172.3,FGSG_07172.2,UNCHANGED,
            FGSG_07173.3,FGSG_07173.2,UNCHANGED,
            FGSG_07174.3,FGSG_07174.2,UNCHANGED,
            FGSG_07175.3,FGSG_07175.2,UNCHANGED,
            FGSG_07176.3,FGSG_07176.2,UNCHANGED,
            FGSG_07177.3,FGSG_07177.2,UNCHANGED,
            FGSG_07178.3,FGSG_07178.2,UNCHANGED,
            FGSG_07179.3,FGSG_07179.2,UNCHANGED,
            FGSG_07180.3,FGSG_07180.2,UNCHANGED,
            FGSG_07181.3,FGSG_07181.2,UNCHANGED,
            FGSG_07182.3,FGSG_07182.2,UNCHANGED,
            FGSG_07183.3,FGSG_07183.2,UNCHANGED,
            FGSG_07185.3,FGSG_07185.2,UNCHANGED,
            FGSG_07186.3,FGSG_07186.2,UNCHANGED,
            FGSG_07187.3,FGSG_07187.2,UNCHANGED,
            FGSG_07188.3,FGSG_07188.2,UNCHANGED,
            FGSG_07189.3,FGSG_07189.2,UNCHANGED,
            FGSG_07191.3,FGSG_07191.2,UNCHANGED,
            FGSG_07192.3,FGSG_07192.2,UNCHANGED,
            FGSG_07193.3,FGSG_07193.2,UNCHANGED,
            FGSG_07194.3,FGSG_07194.2,UNCHANGED,
            FGSG_07195.3,FGSG_07195.2,UNCHANGED,
            FGSG_07196.3,FGSG_07196.2,UNCHANGED,
            FGSG_07197.3,FGSG_07197.2,UNCHANGED,
            FGSG_07198.3,FGSG_07198.2,UNCHANGED,
            FGSG_07199.3,FGSG_07199.2,UNCHANGED,
            FGSG_07200.3,FGSG_07200.2,UNCHANGED,
            FGSG_07201.3,FGSG_07201.2,UNCHANGED,
            FGSG_07202.3,FGSG_07202.2,UNCHANGED,
            FGSG_07204.3,FGSG_07204.2,UNCHANGED,
            FGSG_07205.3,FGSG_07205.2,UNCHANGED,
            FGSG_07206.3,FGSG_07206.2,UNCHANGED,
            FGSG_07207.3,FGSG_07207.2,UNCHANGED,
            FGSG_07208.3,FGSG_07208.2,UNCHANGED,
            FGSG_07209.3,FGSG_07209.2,UNCHANGED,
            FGSG_07210.3,FGSG_07210.2,UNCHANGED,
            FGSG_07211.3,FGSG_07211.2,UNCHANGED,
            FGSG_07212.3,FGSG_07212.2,UNCHANGED,
            FGSG_07213.3,FGSG_07213.2,UNCHANGED,
            FGSG_07214.3,FGSG_07214.2,UNCHANGED,
            FGSG_07216.3,FGSG_07216.2,UNCHANGED,
            FGSG_07217.3,FGSG_07217.2,UNCHANGED,
            FGSG_07218.3,FGSG_07218.2,UNCHANGED,
            FGSG_07219.3,FGSG_07219.2,UNCHANGED,
            FGSG_07220.3,FGSG_07220.2,UNCHANGED,
            FGSG_07221.3,FGSG_07221.2,UNCHANGED,
            FGSG_07222.3,FGSG_07222.2,UNCHANGED,
            FGSG_07223.3,FGSG_07223.2,UNCHANGED,
            FGSG_07224.3,FGSG_07224.2,UNCHANGED,
            FGSG_07225.3,FGSG_07225.2,UNCHANGED,
            FGSG_07226.3,FGSG_07226.2,UNCHANGED,
            FGSG_07227.3,FGSG_07227.2,UNCHANGED,
            FGSG_07229.3,FGSG_07229.2,UNCHANGED,
            FGSG_07230.3,FGSG_07230.2,UNCHANGED,
            FGSG_07231.3,FGSG_07231.2,UNCHANGED,
            FGSG_07232.3,FGSG_07232.2,UNCHANGED,
            FGSG_07233.3,FGSG_07233.2,UNCHANGED,
            FGSG_07234.3,FGSG_07234.2,UNCHANGED,
            FGSG_07235.3,FGSG_07235.2,UNCHANGED,
            FGSG_07236.3,FGSG_07236.2,UNCHANGED,
            FGSG_07237.3,FGSG_07237.2,UNCHANGED,
            FGSG_07238.3,FGSG_07238.2,UNCHANGED,
            FGSG_07239.3,FGSG_07239.2,UNCHANGED,
            FGSG_07240.3,FGSG_07240.2,UNCHANGED,
            FGSG_07241.3,FGSG_07241.2,UNCHANGED,
            FGSG_07242.3,FGSG_07242.2,UNCHANGED,
            FGSG_07243.3,FGSG_07243.2,UNCHANGED,
            FGSG_07244.3,FGSG_07244.2,UNCHANGED,
            FGSG_07245.3,FGSG_07245.2,UNCHANGED,
            FGSG_07246.3,FGSG_07246.2,UNCHANGED,
            FGSG_07247.3,FGSG_07247.2,UNCHANGED,
            FGSG_07248.3,FGSG_07248.2,UNCHANGED,
            FGSG_07249.3,FGSG_07249.2,UNCHANGED,
            FGSG_07250.3,FGSG_07250.2,UNCHANGED,
            FGSG_07251.3,FGSG_07251.2,UNCHANGED,
            FGSG_07252.3,FGSG_07252.2,UNCHANGED,
            FGSG_07253.3,FGSG_07253.2,UNCHANGED,
            FGSG_07254.3,FGSG_07254.2,UNCHANGED,
            FGSG_07255.3,FGSG_07255.2,UNCHANGED,
            FGSG_07256.3,FGSG_07256.2,UNCHANGED,
            FGSG_07257.3,FGSG_07257.2,UNCHANGED,
            FGSG_07258.3,FGSG_07258.2,UNCHANGED,
            FGSG_07259.3,FGSG_07259.2,UNCHANGED,
            FGSG_07260.3,FGSG_07260.2,UNCHANGED,
            FGSG_07261.3,FGSG_07261.2,UNCHANGED,
            FGSG_07262.3,FGSG_07262.2,UNCHANGED,
            FGSG_07263.3,FGSG_07263.2,UNCHANGED,
            FGSG_07264.3,FGSG_07264.2,UNCHANGED,
            FGSG_07265.3,FGSG_07265.2,UNCHANGED,
            FGSG_07266.3,FGSG_07266.2,UNCHANGED,
            FGSG_07267.3,FGSG_07267.2,UNCHANGED,
            FGSG_07268.3,FGSG_07268.2,UNCHANGED,
            FGSG_07269.3,FGSG_07269.2,UNCHANGED,
            FGSG_07270.3,FGSG_07270.2,UNCHANGED,
            FGSG_07271.3,FGSG_07271.2,UNCHANGED,
            FGSG_07272.3,FGSG_07272.2,UNCHANGED,
            FGSG_07273.3,FGSG_07273.2,UNCHANGED,
            FGSG_07274.3,FGSG_07274.2,UNCHANGED,
            FGSG_07275.3,FGSG_07275.2,UNCHANGED,
            FGSG_07276.3,FGSG_07276.2,UNCHANGED,
            FGSG_07277.3,FGSG_07277.2,UNCHANGED,
            FGSG_07278.3,FGSG_07278.2,UNCHANGED,
            FGSG_07279.3,FGSG_07279.2,UNCHANGED,
            FGSG_07280.3,FGSG_07280.2,UNCHANGED,
            FGSG_07281.3,FGSG_07281.2,UNCHANGED,
            FGSG_07282.3,FGSG_07282.2,UNCHANGED,
            FGSG_07284.3,FGSG_07284.2,UNCHANGED,
            FGSG_07285.3,FGSG_07285.2,UNCHANGED,
            FGSG_07286.3,FGSG_07286.2,UNCHANGED,
            FGSG_07287.3,FGSG_07287.2,UNCHANGED,
            FGSG_07288.3,FGSG_07288.2,UNCHANGED,
            FGSG_07289.3,FGSG_07289.2,UNCHANGED,
            FGSG_07290.3,FGSG_07290.2,UNCHANGED,
            FGSG_07291.3,FGSG_07291.2,UNCHANGED,
            FGSG_07292.3,FGSG_07292.2,UNCHANGED,
            FGSG_07294.3,FGSG_07294.2,UNCHANGED,
            FGSG_07295.3,FGSG_07295.2,UNCHANGED,
            FGSG_07296.3,FGSG_07296.2,UNCHANGED,
            FGSG_07297.3,FGSG_07297.2,UNCHANGED,
            FGSG_07298.3,FGSG_07298.2,UNCHANGED,
            FGSG_07299.3,FGSG_07299.2,UNCHANGED,
            FGSG_07300.3,FGSG_07300.2,UNCHANGED,
            FGSG_07301.3,FGSG_07301.2,UNCHANGED,
            FGSG_07302.3,FGSG_07302.2,UNCHANGED,
            FGSG_07303.3,FGSG_07303.2,UNCHANGED,
            FGSG_07304.3,FGSG_07304.2,UNCHANGED,
            FGSG_07305.3,FGSG_07305.2,UNCHANGED,
            FGSG_07306.3,FGSG_07306.2,UNCHANGED,
            FGSG_07307.3,FGSG_07307.2,UNCHANGED,
            FGSG_07308.3,FGSG_07308.2,UNCHANGED,
            FGSG_07309.3,FGSG_07309.2,UNCHANGED,
            FGSG_07310.3,FGSG_07310.2,UNCHANGED,
            FGSG_07312.3,FGSG_07312.2,UNCHANGED,
            FGSG_07313.3,FGSG_07313.2,UNCHANGED,
            FGSG_07314.3,FGSG_07314.2,UNCHANGED,
            FGSG_07315.3,FGSG_07315.2,UNCHANGED,
            FGSG_07316.3,FGSG_07316.2,UNCHANGED,
            FGSG_07317.3,FGSG_07317.2,UNCHANGED,
            FGSG_07318.3,FGSG_07318.2,UNCHANGED,
            FGSG_07319.3,FGSG_07319.2,UNCHANGED,
            FGSG_07320.3,FGSG_07320.2,UNCHANGED,
            FGSG_07321.3,FGSG_07321.2,UNCHANGED,
            FGSG_07322.3,FGSG_07322.2,UNCHANGED,
            FGSG_07323.3,FGSG_07323.2,UNCHANGED,
            FGSG_07325.3,FGSG_07325.2,UNCHANGED,
            FGSG_07326.3,FGSG_07326.2,UNCHANGED,
            FGSG_07327.3,FGSG_07327.2,UNCHANGED,
            FGSG_07328.3,FGSG_07328.2,UNCHANGED,
            FGSG_07329.3,FGSG_07329.2,UNCHANGED,
            FGSG_07330.3,FGSG_07330.2,UNCHANGED,
            FGSG_07331.3,FGSG_07331.2,UNCHANGED,
            FGSG_07332.3,FGSG_07332.2,UNCHANGED,
            FGSG_07333.3,FGSG_07333.2,UNCHANGED,
            FGSG_07334.3,FGSG_07334.2,UNCHANGED,
            FGSG_07335.3,FGSG_07335.2,UNCHANGED,
            FGSG_07336.3,FGSG_07336.2,UNCHANGED,
            FGSG_07337.3,FGSG_07337.2,UNCHANGED,
            FGSG_07338.3,FGSG_07338.2,UNCHANGED,
            FGSG_07339.3,FGSG_07339.2,UNCHANGED,
            FGSG_07340.3,FGSG_07340.2,UNCHANGED,
            FGSG_07342.3,FGSG_07342.2,UNCHANGED,
            FGSG_07344.3,FGSG_07344.2,UNCHANGED,
            FGSG_07346.3,FGSG_07346.2,UNCHANGED,
            FGSG_07347.3,FGSG_07347.2,UNCHANGED,
            FGSG_07348.3,FGSG_07348.2,UNCHANGED,
            FGSG_07349.3,FGSG_07349.2,UNCHANGED,
            FGSG_07350.3,FGSG_07350.2,UNCHANGED,
            FGSG_07351.3,FGSG_07351.2,UNCHANGED,
            FGSG_07352.3,FGSG_07352.2,UNCHANGED,
            FGSG_07353.3,FGSG_07353.2,UNCHANGED,
            FGSG_07354.3,FGSG_07354.2,UNCHANGED,
            FGSG_07355.3,FGSG_07355.2,UNCHANGED,
            FGSG_07356.3,FGSG_07356.2,UNCHANGED,
            FGSG_07357.3,FGSG_07357.2,UNCHANGED,
            FGSG_07358.3,FGSG_07358.2,UNCHANGED,
            FGSG_07359.3,FGSG_07359.2,UNCHANGED,
            FGSG_07360.3,FGSG_07360.2,UNCHANGED,
            FGSG_07362.3,FGSG_07362.2,UNCHANGED,
            FGSG_07363.3,FGSG_07363.2,UNCHANGED,
            FGSG_07364.3,FGSG_07364.2,UNCHANGED,
            FGSG_07365.3,FGSG_07365.2,UNCHANGED,
            FGSG_07366.3,FGSG_07366.2,UNCHANGED,
            FGSG_07367.3,FGSG_07367.2,UNCHANGED,
            FGSG_07368.3,FGSG_07368.2,UNCHANGED,
            FGSG_07369.3,FGSG_07369.2,UNCHANGED,
            FGSG_07370.3,FGSG_07370.2,UNCHANGED,
            FGSG_07371.3,FGSG_07371.2,UNCHANGED,
            FGSG_07372.3,FGSG_07372.2,UNCHANGED,
            FGSG_07373.3,FGSG_07373.2,UNCHANGED,
            FGSG_07374.3,FGSG_07374.2,UNCHANGED,
            FGSG_07375.3,FGSG_07375.2,UNCHANGED,
            FGSG_07376.3,FGSG_07376.2,UNCHANGED,
            FGSG_07377.3,FGSG_07377.2,UNCHANGED,
            FGSG_07378.3,FGSG_07378.2,UNCHANGED,
            FGSG_07379.3,FGSG_07379.2,UNCHANGED,
            FGSG_07380.3,FGSG_07380.2,UNCHANGED,
            FGSG_07381.3,FGSG_07381.2,UNCHANGED,
            FGSG_07382.3,FGSG_07382.2,UNCHANGED,
            FGSG_07383.3,FGSG_07383.2,UNCHANGED,
            FGSG_07384.3,FGSG_07384.2,UNCHANGED,
            FGSG_07386.3,FGSG_07386.2,UNCHANGED,
            FGSG_07387.3,FGSG_07387.2,UNCHANGED,
            FGSG_07388.3,FGSG_07388.2,UNCHANGED,
            FGSG_07389.3,FGSG_07389.2,UNCHANGED,
            FGSG_07390.3,FGSG_07390.2,UNCHANGED,
            FGSG_07391.3,FGSG_07391.2,UNCHANGED,
            FGSG_07392.3,FGSG_07392.2,UNCHANGED,
            FGSG_07393.3,FGSG_07393.2,UNCHANGED,
            FGSG_07394.3,FGSG_07394.2,UNCHANGED,
            FGSG_07395.3,FGSG_07395.2,UNCHANGED,
            FGSG_07396.3,FGSG_07396.2,UNCHANGED,
            FGSG_07397.3,FGSG_07397.2,UNCHANGED,
            FGSG_07398.3,FGSG_07398.2,UNCHANGED,
            FGSG_07399.3,FGSG_07399.2,UNCHANGED,
            FGSG_07400.3,FGSG_07400.2,UNCHANGED,
            FGSG_07401.3,FGSG_07401.2,UNCHANGED,
            FGSG_07402.3,FGSG_07402.2,UNCHANGED,
            FGSG_07403.3,FGSG_07403.2,UNCHANGED,
            FGSG_07404.3,FGSG_07404.2,UNCHANGED,
            FGSG_07405.3,FGSG_07405.2,UNCHANGED,
            FGSG_07406.3,FGSG_07406.2,UNCHANGED,
            FGSG_07407.3,FGSG_07407.2,UNCHANGED,
            FGSG_07408.3,FGSG_07408.2,UNCHANGED,
            FGSG_07409.3,FGSG_07409.2,UNCHANGED,
            FGSG_07410.3,FGSG_07410.2,UNCHANGED,
            FGSG_07411.3,FGSG_07411.2,UNCHANGED,
            FGSG_07412.3,FGSG_07412.2,UNCHANGED,
            FGSG_07413.3,FGSG_07413.2,UNCHANGED,
            FGSG_07414.3,FGSG_07414.2,UNCHANGED,
            FGSG_07415.3,FGSG_07415.2,UNCHANGED,
            FGSG_07416.3,FGSG_07416.2,UNCHANGED,
            FGSG_07417.3,FGSG_07417.2,UNCHANGED,
            FGSG_07418.3,FGSG_07418.2,UNCHANGED,
            FGSG_07419.3,FGSG_07419.2,UNCHANGED,
            FGSG_07420.3,FGSG_07420.2,UNCHANGED,
            FGSG_07421.3,FGSG_07421.2,UNCHANGED,
            FGSG_07422.3,FGSG_07422.2,UNCHANGED,
            FGSG_07423.3,FGSG_07423.2,UNCHANGED,
            FGSG_07424.3,FGSG_07424.2,UNCHANGED,
            FGSG_07425.3,FGSG_07425.2,UNCHANGED,
            FGSG_07426.3,FGSG_07426.2,UNCHANGED,
            FGSG_07427.3,FGSG_07427.2,UNCHANGED,
            FGSG_07428.3,FGSG_07428.2,UNCHANGED,
            FGSG_07429.3,FGSG_07429.2,UNCHANGED,
            FGSG_07430.3,FGSG_07430.2,UNCHANGED,
            FGSG_07431.3,FGSG_07431.2,UNCHANGED,
            FGSG_07432.3,FGSG_07432.2,UNCHANGED,
            FGSG_07433.3,FGSG_07433.2,UNCHANGED,
            FGSG_07435.3,FGSG_07435.2,UNCHANGED,
            FGSG_07436.3,FGSG_07436.2,UNCHANGED,
            FGSG_07437.3,FGSG_07437.2,UNCHANGED,
            FGSG_07438.3,FGSG_07438.2,UNCHANGED,
            FGSG_07439.3,FGSG_07439.2,UNCHANGED,
            FGSG_07440.3,FGSG_07440.2,UNCHANGED,
            FGSG_07441.3,FGSG_07441.2,UNCHANGED,
            FGSG_07442.3,FGSG_07442.2,UNCHANGED,
            FGSG_07443.3,FGSG_07443.2,UNCHANGED,
            FGSG_07444.3,FGSG_07444.2,UNCHANGED,
            FGSG_07445.3,FGSG_07445.2,UNCHANGED,
            FGSG_07446.3,FGSG_07446.2,UNCHANGED,
            FGSG_07447.3,FGSG_07447.2,UNCHANGED,
            FGSG_07448.3,FGSG_07448.2,UNCHANGED,
            FGSG_07449.3,FGSG_07449.2,UNCHANGED,
            FGSG_07450.3,FGSG_07450.2,UNCHANGED,
            FGSG_07451.3,FGSG_07451.2,UNCHANGED,
            FGSG_07452.3,FGSG_07452.2,UNCHANGED,
            FGSG_07453.3,FGSG_07453.2,UNCHANGED,
            FGSG_07454.3,FGSG_07454.2,UNCHANGED,
            FGSG_07455.3,FGSG_07455.2,UNCHANGED,
            FGSG_07456.3,FGSG_07456.2,UNCHANGED,
            FGSG_07457.3,FGSG_07457.2,UNCHANGED,
            FGSG_07458.3,FGSG_07458.2,UNCHANGED,
            FGSG_07459.3,FGSG_07459.2,UNCHANGED,
            FGSG_07460.3,FGSG_07460.2,UNCHANGED,
            FGSG_07462.3,FGSG_07462.2,UNCHANGED,
            FGSG_07463.3,FGSG_07463.2,UNCHANGED,
            FGSG_07464.3,FGSG_07464.2,UNCHANGED,
            FGSG_07465.3,FGSG_07465.2,UNCHANGED,
            FGSG_07466.3,FGSG_07466.2,UNCHANGED,
            FGSG_07467.3,FGSG_07467.2,UNCHANGED,
            FGSG_07468.3,FGSG_07468.2,UNCHANGED,
            FGSG_07469.3,FGSG_07469.2,UNCHANGED,
