#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
            FVEG_08535.3,FVEG_08535.2,UNCHANGED,
            FVEG_08536.3,FVEG_08536.2,CHANGE,UTR_CHANGED
            FVEG_08537.3,FVEG_08537.2,UNCHANGED,
            FVEG_08538.3,FVEG_08538.2,UNCHANGED,
            FVEG_08539.3,FVEG_08539.2,UNCHANGED,
            FVEG_08540.3,FVEG_08540.2,UNCHANGED,
            FVEG_08541.3,FVEG_08541.2,UNCHANGED,
            FVEG_08542.3,FVEG_08542.2,UNCHANGED,
            FVEG_08543.3,FVEG_08543.2,UNCHANGED,
            FVEG_08544.3,FVEG_08544.2,UNCHANGED,
            FVEG_08545.3,FVEG_08545.2,UNCHANGED,
            FVEG_08546.3,FVEG_08546.2,UNCHANGED,
            FVEG_08547.3,FVEG_08547.2,UNCHANGED,
            FVEG_08548.3,FVEG_08548.2,UNCHANGED,
            FVEG_08549.3,FVEG_08549.2,UNCHANGED,
            FVEG_08550.3,FVEG_08550.2,UNCHANGED,
            FVEG_08551.3,FVEG_08551.2,UNCHANGED,
            FVEG_08552.3,FVEG_08552.2,UNCHANGED,
            FVEG_08553.3,FVEG_08553.2,UNCHANGED,
            FVEG_08554.3,FVEG_08554.2,UNCHANGED,
            FVEG_08555.3,FVEG_08555.2,UNCHANGED,
            FVEG_08556.3,FVEG_08556.2,UNCHANGED,
            FVEG_08557.3,FVEG_08557.2,UNCHANGED,
            FVEG_08558.3,FVEG_08558.2,UNCHANGED,
            FVEG_08559.3,FVEG_08559.2,UNCHANGED,
            FVEG_08560.3,FVEG_08560.2,UNCHANGED,
            FVEG_08561.3,FVEG_08561.2,UNCHANGED,
            FVEG_08562.3,FVEG_08562.2,UNCHANGED,
            FVEG_08563.3,FVEG_08563.2,UNCHANGED,
            FVEG_08564.3,FVEG_08564.2,UNCHANGED,
            FVEG_08565.3,FVEG_08565.2,UNCHANGED,
            FVEG_08566.3,FVEG_08566.2,UNCHANGED,
            FVEG_08567.3,FVEG_08567.2,UNCHANGED,
            FVEG_08568.3,FVEG_08568.2,UNCHANGED,
            FVEG_08569.3,FVEG_08569.2,UNCHANGED,
            FVEG_08570.3,FVEG_08570.2,UNCHANGED,
            FVEG_08571.3,FVEG_08571.2,UNCHANGED,
            FVEG_08572.3,FVEG_08572.2,UNCHANGED,
            FVEG_08573.3,FVEG_08573.2,UNCHANGED,
            FVEG_08574.3,FVEG_08574.2,UNCHANGED,
            FVEG_08575.3,FVEG_08575.2,UNCHANGED,
            FVEG_08576.3,FVEG_08576.2,UNCHANGED,
            FVEG_08577.3,FVEG_08577.2,UNCHANGED,
            FVEG_08578.3,,DELETE,
            FVEG_08579.3,FVEG_08579.2,UNCHANGED,
            FVEG_08580.3,FVEG_08580.2,UNCHANGED,
            FVEG_08581.3,FVEG_08581.2,UNCHANGED,
            FVEG_08582.3,FVEG_08582.2,UNCHANGED,
            FVEG_08583.3,FVEG_08583.2,UNCHANGED,
            FVEG_08584.3,FVEG_08584.2,UNCHANGED,
            FVEG_08585.3,FVEG_08585.2,UNCHANGED,
            FVEG_08586.3,FVEG_08586.2,UNCHANGED,
            FVEG_08587.3,FVEG_08587.2,UNCHANGED,
            FVEG_08588.3,FVEG_08588.2,UNCHANGED,
            FVEG_08589.3,FVEG_08589.2,UNCHANGED,
            FVEG_08590.3,FVEG_08590.2,UNCHANGED,
            FVEG_08591.3,FVEG_08591.2,UNCHANGED,
            FVEG_08592.3,FVEG_08592.2,UNCHANGED,
            FVEG_08593.3,FVEG_08593.2,UNCHANGED,
            FVEG_08594.3,FVEG_08594.2,UNCHANGED,
            FVEG_08595.3,FVEG_08595.2,UNCHANGED,
            FVEG_08596.3,FVEG_08596.2,UNCHANGED,
            FVEG_08597.3,FVEG_08597.2,UNCHANGED,
            FVEG_08598.3,FVEG_08598.2,UNCHANGED,
            FVEG_08599.3,FVEG_08599.2,UNCHANGED,
            FVEG_08600.3,FVEG_08600.2,UNCHANGED,
            FVEG_08601.3,FVEG_08601.2,UNCHANGED,
            FVEG_08602.3,FVEG_08602.2,UNCHANGED,
            FVEG_08603.3,FVEG_08603.2,UNCHANGED,
            FVEG_08604.3,FVEG_08604.2,UNCHANGED,
            FVEG_08605.3,FVEG_08605.2,UNCHANGED,
            FVEG_08606.3,FVEG_08606.2,UNCHANGED,
            FVEG_08607.3,FVEG_08607.2,UNCHANGED,
            FVEG_08608.3,FVEG_08608.2,UNCHANGED,
            FVEG_08609.3,FVEG_08609.2,UNCHANGED,
            FVEG_08610.3,FVEG_08610.2,UNCHANGED,
            FVEG_08611.3,FVEG_08611.2,UNCHANGED,
            FVEG_08612.3,FVEG_08612.2,UNCHANGED,
            FVEG_08613.3,FVEG_08613.2,UNCHANGED,
            FVEG_08614.3,FVEG_08614.2,UNCHANGED,
            FVEG_08615.3,FVEG_08615.2,UNCHANGED,
            FVEG_08616.3,FVEG_08616.2,UNCHANGED,
            FVEG_08617.3,FVEG_08617.2,UNCHANGED,
            FVEG_08618.3,FVEG_08618.2,UNCHANGED,
            FVEG_08619.3,FVEG_08619.2,UNCHANGED,
            FVEG_08620.3,FVEG_08620.2,UNCHANGED,
            FVEG_08621.3,FVEG_08621.2,UNCHANGED,
            FVEG_08622.3,FVEG_08622.2,UNCHANGED,
            FVEG_08623.3,FVEG_08623.2,UNCHANGED,
            FVEG_08624.3,FVEG_08624.2,UNCHANGED,
            FVEG_08625.3,FVEG_08625.2,UNCHANGED,
            FVEG_08626.3,FVEG_08626.2,UNCHANGED,
            FVEG_08627.3,FVEG_08627.2,UNCHANGED,
            FVEG_08628.3,FVEG_08628.2,UNCHANGED,
            FVEG_08629.3,FVEG_08629.2,UNCHANGED,
            FVEG_08630.3,FVEG_08630.2,UNCHANGED,
            FVEG_08631.3,FVEG_08631.2,UNCHANGED,
            FVEG_08632.3,FVEG_08632.2,UNCHANGED,
            FVEG_08633.3,FVEG_08633.2,UNCHANGED,
            FVEG_08634.3,FVEG_08634.2,UNCHANGED,
            FVEG_08635.3,FVEG_08635.2,UNCHANGED,
            FVEG_08636.3,FVEG_08636.2,UNCHANGED,
            FVEG_08637.3,FVEG_08637.2,UNCHANGED,
            FVEG_08638.3,FVEG_08638.2,UNCHANGED,
            FVEG_08639.3,FVEG_08639.2,UNCHANGED,
            FVEG_08640.3,FVEG_08640.2,UNCHANGED,
            FVEG_08641.3,FVEG_08641.2,UNCHANGED,
            FVEG_08642.3,FVEG_08642.2,UNCHANGED,
            FVEG_08643.3,FVEG_08643.2,UNCHANGED,
            FVEG_08644.3,FVEG_08644.2,UNCHANGED,
            FVEG_08645.3,FVEG_08645.2,UNCHANGED,
            FVEG_08646.3,FVEG_08646.2,UNCHANGED,
            FVEG_08647.3,FVEG_08647.2,UNCHANGED,
            FVEG_08648.3,FVEG_08648.2,UNCHANGED,
            FVEG_08649.3,FVEG_08649.2,UNCHANGED,
            FVEG_08650.3,FVEG_08650.2,UNCHANGED,
            FVEG_08651.3,FVEG_08651.2,UNCHANGED,
            FVEG_08652.3,FVEG_08652.2,UNCHANGED,
            FVEG_08653.3,FVEG_08653.2,UNCHANGED,
            FVEG_08654.3,FVEG_08654.2,UNCHANGED,
            FVEG_08655.3,FVEG_08655.2,UNCHANGED,
            FVEG_08656.3,FVEG_08656.2,UNCHANGED,
            FVEG_08657.3,FVEG_08657.2,UNCHANGED,
            FVEG_08658.3,FVEG_08658.2,UNCHANGED,
            FVEG_08659.3,FVEG_08659.2,UNCHANGED,
            FVEG_08660.3,FVEG_08660.2,UNCHANGED,
            FVEG_08661.3,FVEG_08661.2,UNCHANGED,
            FVEG_08662.3,FVEG_08662.2,UNCHANGED,
            FVEG_08663.3,FVEG_08663.2,UNCHANGED,
            FVEG_08664.3,FVEG_08664.2,UNCHANGED,
            FVEG_08665.3,FVEG_08665.2,UNCHANGED,
            FVEG_08666.3,FVEG_08666.2,UNCHANGED,
            FVEG_08667.3,FVEG_08667.2,UNCHANGED,
            FVEG_08668.3,FVEG_08668.2,UNCHANGED,
            FVEG_08669.3,FVEG_08669.2,UNCHANGED,
            FVEG_08670.3,FVEG_08670.2,UNCHANGED,
            FVEG_08671.3,FVEG_08671.2,UNCHANGED,
            FVEG_08672.3,FVEG_08672.2,UNCHANGED,
            FVEG_08673.3,FVEG_08673.2,UNCHANGED,
            FVEG_08674.3,FVEG_08674.2,UNCHANGED,
            FVEG_08675.3,FVEG_08675.2,UNCHANGED,
            FVEG_08676.3,FVEG_08676.2,UNCHANGED,
            FVEG_08677.3,FVEG_08677.2,UNCHANGED,
            FVEG_08678.3,FVEG_08678.2,UNCHANGED,
            FVEG_08679.3,FVEG_08679.2,UNCHANGED,
            FVEG_08680.3,FVEG_08680.2,UNCHANGED,
            FVEG_08681.3,FVEG_08681.2,UNCHANGED,
            FVEG_08682.3,FVEG_08682.2,UNCHANGED,
            FVEG_08683.3,FVEG_08683.2,UNCHANGED,
            FVEG_08684.3,FVEG_08684.2,UNCHANGED,
            FVEG_08685.3,FVEG_08685.2,UNCHANGED,
            FVEG_08686.3,FVEG_08686.2,UNCHANGED,
            FVEG_08687.3,FVEG_08687.2,UNCHANGED,
            FVEG_08688.3,FVEG_08688.2,UNCHANGED,
            FVEG_08689.3,FVEG_08689.2,UNCHANGED,
            FVEG_08690.3,FVEG_08690.2,UNCHANGED,
            FVEG_08691.3,FVEG_08691.2,UNCHANGED,
            FVEG_08692.3,FVEG_08692.2,UNCHANGED,
            FVEG_08693.3,FVEG_08693.2,UNCHANGED,
            FVEG_08694.3,FVEG_08694.2,UNCHANGED,
            FVEG_08695.3,FVEG_08695.2,UNCHANGED,
            FVEG_08696.3,FVEG_08696.2,UNCHANGED,
            FVEG_08697.3,FVEG_08697.2,UNCHANGED,
            FVEG_08698.3,FVEG_08698.2,UNCHANGED,
            FVEG_08699.3,FVEG_08699.2,UNCHANGED,
            FVEG_08700.3,FVEG_08700.2,UNCHANGED,
            FVEG_08701.3,FVEG_08701.2,UNCHANGED,
            FVEG_08702.3,FVEG_08702.2,UNCHANGED,
            FVEG_08703.3,FVEG_08703.2,UNCHANGED,
            FVEG_08704.3,FVEG_08704.2,UNCHANGED,
            FVEG_08705.3,FVEG_08705.2,UNCHANGED,
            FVEG_08706.3,FVEG_08706.2,UNCHANGED,
            FVEG_08707.3,FVEG_08707.2,UNCHANGED,
            FVEG_08708.3,FVEG_08708.2,UNCHANGED,
            FVEG_08709.3,FVEG_08709.2,UNCHANGED,
            FVEG_08710.3,FVEG_08710.2,UNCHANGED,
            FVEG_08711.3,FVEG_08711.2,UNCHANGED,
            FVEG_08712.3,FVEG_08712.2,UNCHANGED,
            FVEG_08713.3,FVEG_08713.2,UNCHANGED,
            FVEG_08714.3,FVEG_08714.2,UNCHANGED,
            FVEG_08715.3,FVEG_08715.2,UNCHANGED,
            FVEG_08716.3,FVEG_08716.2,UNCHANGED,
            FVEG_08717.3,FVEG_08717.2,UNCHANGED,
            FVEG_08718.3,FVEG_08718.2,UNCHANGED,
            FVEG_08719.3,FVEG_08719.2,UNCHANGED,
            FVEG_08720.3,FVEG_08720.2,UNCHANGED,
            FVEG_08721.3,FVEG_08721.2,UNCHANGED,
            FVEG_08722.3,FVEG_08722.2,UNCHANGED,
            FVEG_08723.3,FVEG_08723.2,UNCHANGED,
            FVEG_08724.3,FVEG_08724.2,UNCHANGED,
            FVEG_08725.3,FVEG_08725.2,UNCHANGED,
            FVEG_08726.3,FVEG_08726.2,UNCHANGED,
            FVEG_08727.3,FVEG_08727.2,UNCHANGED,
            FVEG_08728.3,FVEG_08728.2,UNCHANGED,
            FVEG_08729.3,FVEG_08729.2,UNCHANGED,
            FVEG_08730.3,FVEG_08730.2,UNCHANGED,
            FVEG_08731.3,FVEG_08731.2,UNCHANGED,
            FVEG_08732.3,FVEG_08732.2,UNCHANGED,
            FVEG_08733.3,FVEG_08733.2,UNCHANGED,
            FVEG_08734.3,FVEG_08734.2,UNCHANGED,
            FVEG_08735.3,FVEG_08735.2,UNCHANGED,
            FVEG_08736.3,FVEG_08736.2,UNCHANGED,
            FVEG_08737.3,FVEG_08737.2,UNCHANGED,
            FVEG_08738.3,FVEG_08738.2,UNCHANGED,
            FVEG_08739.3,FVEG_08739.2,UNCHANGED,
            FVEG_08740.3,FVEG_08740.2,UNCHANGED,
            FVEG_08741.3,FVEG_08741.2,UNCHANGED,
            FVEG_08742.3,FVEG_08742.2,UNCHANGED,
            FVEG_08743.3,FVEG_08743.2,UNCHANGED,
            FVEG_08744.3,FVEG_08744.2,UNCHANGED,
            FVEG_08745.3,FVEG_08745.2,UNCHANGED,
            FVEG_08746.3,FVEG_08746.2,UNCHANGED,
            FVEG_08747.3,FVEG_08747.2,UNCHANGED,
            FVEG_08748.3,FVEG_08748.2,UNCHANGED,
            FVEG_08749.3,FVEG_08749.2,UNCHANGED,
            FVEG_08750.3,FVEG_08750.2,UNCHANGED,
            FVEG_08751.3,FVEG_08751.2,UNCHANGED,
            FVEG_08752.3,FVEG_08752.2,UNCHANGED,
            FVEG_08753.3,FVEG_08753.2,UNCHANGED,
            FVEG_08754.3,FVEG_08754.2,UNCHANGED,
            FVEG_08755.3,FVEG_08755.2,UNCHANGED,
            FVEG_08756.3,FVEG_08756.2,UNCHANGED,
            FVEG_08757.3,FVEG_08757.2,UNCHANGED,
            FVEG_08758.3,FVEG_08758.2,UNCHANGED,
            FVEG_08759.3,FVEG_08759.2,UNCHANGED,
            FVEG_08760.3,FVEG_08760.2,UNCHANGED,
            FVEG_08761.3,FVEG_08761.2,UNCHANGED,
            FVEG_08762.3,FVEG_08762.2,UNCHANGED,
            FVEG_08763.3,FVEG_08763.2,UNCHANGED,
            FVEG_08764.3,FVEG_08764.2,UNCHANGED,
            FVEG_08765.3,FVEG_08765.2,UNCHANGED,
            FVEG_08766.3,FVEG_08766.2,UNCHANGED,
            FVEG_08767.3,FVEG_08767.2,UNCHANGED,
            FVEG_08768.3,FVEG_08768.2,UNCHANGED,
            FVEG_08769.3,FVEG_08769.2,UNCHANGED,
            FVEG_08770.3,FVEG_08770.2,UNCHANGED,
            FVEG_08771.3,FVEG_08771.2,UNCHANGED,
            FVEG_08772.3,FVEG_08772.2,UNCHANGED,
            FVEG_08773.3,FVEG_08773.2,UNCHANGED,
            FVEG_08774.3,FVEG_08774.2,UNCHANGED,
            FVEG_08775.3,FVEG_08775.2,UNCHANGED,
            FVEG_08776.3,FVEG_08776.2,UNCHANGED,
            FVEG_08777.3,FVEG_08777.2,UNCHANGED,
            FVEG_08778.3,FVEG_08778.2,UNCHANGED,
            FVEG_08779.3,FVEG_08779.2,UNCHANGED,
            FVEG_08780.3,FVEG_08780.2,UNCHANGED,
            FVEG_08781.3,FVEG_08781.2,UNCHANGED,
            FVEG_08782.3,FVEG_08782.2,UNCHANGED,
            FVEG_08783.3,FVEG_08783.2,UNCHANGED,
            FVEG_08784.3,FVEG_08784.2,UNCHANGED,
            FVEG_08785.3,FVEG_08785.2,UNCHANGED,
            FVEG_08786.3,FVEG_08786.2,UNCHANGED,
            FVEG_08787.3,FVEG_08787.2,UNCHANGED,
            FVEG_08788.3,FVEG_08788.2,UNCHANGED,
            FVEG_08789.3,FVEG_08789.2,UNCHANGED,
            FVEG_08790.3,FVEG_08790.2,UNCHANGED,
            FVEG_08791.3,FVEG_08791.2,UNCHANGED,
            FVEG_08792.3,FVEG_08792.2,UNCHANGED,
            FVEG_08793.3,FVEG_08793.2,UNCHANGED,
            FVEG_08794.3,FVEG_08794.2,UNCHANGED,
            FVEG_08795.3,FVEG_08795.2,UNCHANGED,
            FVEG_08796.3,FVEG_08796.2,UNCHANGED,
            FVEG_08797.3,FVEG_08797.2,UNCHANGED,
            FVEG_08798.3,FVEG_08798.2,UNCHANGED,
            FVEG_08799.3,FVEG_08799.2,UNCHANGED,
            FVEG_08800.3,FVEG_08800.2,UNCHANGED,
            FVEG_08801.3,FVEG_08801.2,UNCHANGED,
            FVEG_08802.3,FVEG_08802.2,UNCHANGED,
            FVEG_08803.3,FVEG_08803.2,UNCHANGED,
            FVEG_08804.3,FVEG_08804.2,UNCHANGED,
            FVEG_08805.3,FVEG_08805.2,UNCHANGED,
            FVEG_08806.3,FVEG_08806.2,UNCHANGED,
            FVEG_08807.3,FVEG_08807.2,UNCHANGED,
            FVEG_08808.3,FVEG_08808.2,UNCHANGED,
            FVEG_08809.3,FVEG_08809.2,UNCHANGED,
            FVEG_08810.3,FVEG_08810.2,UNCHANGED,
            FVEG_08811.3,FVEG_08811.2,UNCHANGED,
            FVEG_08812.3,FVEG_08812.2,UNCHANGED,
            FVEG_08813.3,FVEG_08813.2,UNCHANGED,
            FVEG_08814.3,FVEG_08814.2,UNCHANGED,
            FVEG_08815.3,FVEG_08815.2,UNCHANGED,
            FVEG_08816.3,FVEG_08816.2,UNCHANGED,
            FVEG_08817.3,FVEG_08817.2,UNCHANGED,
            FVEG_08818.3,FVEG_08818.2,UNCHANGED,
            FVEG_08819.3,FVEG_08819.2,UNCHANGED,
            FVEG_08820.3,FVEG_08820.2,UNCHANGED,
            FVEG_08821.3,FVEG_08821.2,UNCHANGED,
            FVEG_08822.3,FVEG_08822.2,UNCHANGED,
            FVEG_08823.3,FVEG_08823.2,UNCHANGED,
            FVEG_08824.3,FVEG_08824.2,UNCHANGED,
            FVEG_08825.3,FVEG_08825.2,UNCHANGED,
            FVEG_08826.3,FVEG_08826.2,UNCHANGED,
            FVEG_08827.3,FVEG_08827.2,UNCHANGED,
            FVEG_08828.3,FVEG_08828.2,UNCHANGED,
            FVEG_08829.3,FVEG_08829.2,UNCHANGED,
            FVEG_08830.3,FVEG_08830.2,UNCHANGED,
            FVEG_08831.3,FVEG_08831.2,UNCHANGED,
            FVEG_08832.3,FVEG_08832.2,UNCHANGED,
            FVEG_08833.3,FVEG_08833.2,UNCHANGED,
            FVEG_08834.3,FVEG_08834.2,UNCHANGED,
            FVEG_08835.3,FVEG_08835.2,UNCHANGED,
            FVEG_08836.3,FVEG_08836.2,UNCHANGED,
            FVEG_08837.3,FVEG_08837.2,UNCHANGED,
            FVEG_08838.3,FVEG_08838.2,UNCHANGED,
            FVEG_08839.3,FVEG_08839.2,UNCHANGED,
            FVEG_08840.3,FVEG_08840.2,UNCHANGED,
            FVEG_08841.3,FVEG_08841.2,UNCHANGED,
            FVEG_08842.3,FVEG_08842.2,UNCHANGED,
            FVEG_08843.3,FVEG_08843.2,UNCHANGED,
            FVEG_08844.3,FVEG_08844.2,UNCHANGED,
            FVEG_08845.3,FVEG_08845.2,UNCHANGED,
            FVEG_08846.3,FVEG_08846.2,UNCHANGED,
            FVEG_08847.3,FVEG_08847.2,UNCHANGED,
            FVEG_08848.3,FVEG_08848.2,UNCHANGED,
            FVEG_08849.3,FVEG_08849.2,UNCHANGED,
            FVEG_08850.3,FVEG_08850.2,UNCHANGED,
            FVEG_08851.3,FVEG_08851.2,UNCHANGED,
            FVEG_08852.3,FVEG_08852.2,UNCHANGED,
            FVEG_08853.3,FVEG_08853.2,UNCHANGED,
            FVEG_08854.3,FVEG_08854.2,UNCHANGED,
            FVEG_08855.3,FVEG_08855.2,UNCHANGED,
            FVEG_08856.3,FVEG_08856.2,UNCHANGED,
            FVEG_08857.3,FVEG_08857.2,UNCHANGED,
            FVEG_08858.3,FVEG_08858.2,UNCHANGED,
            FVEG_08859.3,FVEG_08859.2,UNCHANGED,
            FVEG_08860.3,FVEG_08860.2,UNCHANGED,
            FVEG_08861.3,FVEG_08861.2,UNCHANGED,
            FVEG_08862.3,FVEG_08862.2,UNCHANGED,
            FVEG_08863.3,FVEG_08863.2,UNCHANGED,
            FVEG_08864.3,FVEG_08864.2,UNCHANGED,
            FVEG_08865.3,FVEG_08865.2,UNCHANGED,
            FVEG_08866.3,FVEG_08866.2,UNCHANGED,
            FVEG_08867.3,FVEG_08867.2,UNCHANGED,
            FVEG_08868.3,FVEG_08868.2,UNCHANGED,
            FVEG_08869.3,FVEG_08869.2,UNCHANGED,
            FVEG_08870.3,FVEG_08870.2,UNCHANGED,
            FVEG_08871.3,FVEG_08871.2,UNCHANGED,
            FVEG_08872.3,FVEG_08872.2,UNCHANGED,
            FVEG_08873.3,FVEG_08873.2,UNCHANGED,
            FVEG_08874.3,FVEG_08874.2,UNCHANGED,
            FVEG_08875.3,FVEG_08875.2,UNCHANGED,
            FVEG_08876.3,FVEG_08876.2,UNCHANGED,
            FVEG_08877.3,FVEG_08877.2,UNCHANGED,
            FVEG_08878.3,FVEG_08878.2,UNCHANGED,
            FVEG_08879.3,FVEG_08879.2,UNCHANGED,
            FVEG_08880.3,FVEG_08880.2,UNCHANGED,
            FVEG_08881.3,FVEG_08881.2,UNCHANGED,
            FVEG_08882.3,FVEG_08882.2,UNCHANGED,
            FVEG_08883.3,FVEG_08883.2,UNCHANGED,
            FVEG_08884.3,FVEG_08884.2,UNCHANGED,
            FVEG_08885.3,FVEG_08885.2,UNCHANGED,
            FVEG_08886.3,FVEG_08886.2,UNCHANGED,
            FVEG_08887.3,FVEG_08887.2,UNCHANGED,
            FVEG_08888.3,FVEG_08888.2,UNCHANGED,
            FVEG_08889.3,FVEG_08889.2,UNCHANGED,
            FVEG_08890.3,FVEG_08890.2,UNCHANGED,
            FVEG_08891.3,FVEG_08891.2,UNCHANGED,
            FVEG_08892.3,FVEG_08892.2,UNCHANGED,
            FVEG_08893.3,FVEG_08893.2,UNCHANGED,
            FVEG_08894.3,FVEG_08894.2,UNCHANGED,
            FVEG_08895.3,FVEG_08895.2,UNCHANGED,
            FVEG_08896.3,FVEG_08896.2,UNCHANGED,
            FVEG_08897.3,FVEG_08897.2,UNCHANGED,
            FVEG_08898.3,FVEG_08898.2,UNCHANGED,
            FVEG_08899.3,FVEG_08899.2,UNCHANGED,
            FVEG_08900.3,FVEG_08900.2,UNCHANGED,
            FVEG_08901.3,FVEG_08901.2,UNCHANGED,
            FVEG_08902.3,FVEG_08902.2,UNCHANGED,
            FVEG_08903.3,FVEG_08903.2,UNCHANGED,
            FVEG_08904.3,FVEG_08904.2,UNCHANGED,
            FVEG_08905.3,FVEG_08905.2,UNCHANGED,
            FVEG_08906.3,FVEG_08906.2,UNCHANGED,
            FVEG_08907.3,FVEG_08907.2,UNCHANGED,
            FVEG_08908.3,FVEG_08908.2,UNCHANGED,
            FVEG_08909.3,FVEG_08909.2,UNCHANGED,
            FVEG_08910.3,FVEG_08910.2,UNCHANGED,
            FVEG_08911.3,FVEG_08911.2,UNCHANGED,
            FVEG_08912.3,FVEG_08912.2,UNCHANGED,
            FVEG_08913.3,FVEG_08913.2,UNCHANGED,
            FVEG_08914.3,FVEG_08914.2,UNCHANGED,
            FVEG_08915.3,FVEG_08915.2,UNCHANGED,
            FVEG_08916.3,FVEG_08916.2,UNCHANGED,
            FVEG_08917.3,FVEG_08917.2,UNCHANGED,
            FVEG_08918.3,FVEG_08918.2,UNCHANGED,
            FVEG_08919.3,FVEG_08919.2,UNCHANGED,
            FVEG_08920.3,FVEG_08920.2,UNCHANGED,
            FVEG_08921.3,FVEG_08921.2,UNCHANGED,
            FVEG_08922.3,FVEG_08922.2,UNCHANGED,
            FVEG_08923.3,FVEG_08923.2,UNCHANGED,
            FVEG_08924.3,FVEG_08924.2,UNCHANGED,
            FVEG_08925.3,FVEG_08925.2,UNCHANGED,
            FVEG_08926.3,FVEG_08926.2,UNCHANGED,
            FVEG_08927.3,FVEG_08927.2,UNCHANGED,
            FVEG_08928.3,FVEG_08928.2,UNCHANGED,
            FVEG_08929.3,FVEG_08929.2,UNCHANGED,
            FVEG_08930.3,FVEG_08930.2,UNCHANGED,
            FVEG_08931.3,FVEG_08931.2,UNCHANGED,
            FVEG_08932.3,FVEG_08932.2,UNCHANGED,
            FVEG_08933.3,FVEG_08933.2,UNCHANGED,
            FVEG_08934.3,FVEG_08934.2,UNCHANGED,
            FVEG_08935.3,FVEG_08935.2,UNCHANGED,
            FVEG_08936.3,FVEG_08936.2,UNCHANGED,
            FVEG_08937.3,FVEG_08937.2,UNCHANGED,
            FVEG_08938.3,FVEG_08938.2,UNCHANGED,
            FVEG_08939.3,FVEG_08939.2,UNCHANGED,
            FVEG_08940.3,FVEG_08940.2,UNCHANGED,
            FVEG_08941.3,FVEG_08941.2,UNCHANGED,
            FVEG_08942.3,FVEG_08942.2,UNCHANGED,
            FVEG_08943.3,FVEG_08943.2,UNCHANGED,
            FVEG_08944.3,FVEG_08944.2,UNCHANGED,
            FVEG_08945.3,FVEG_08945.2,UNCHANGED,
            FVEG_08946.3,FVEG_08946.2,UNCHANGED,
            FVEG_08947.3,FVEG_08947.2,UNCHANGED,
            FVEG_08948.3,FVEG_08948.2,UNCHANGED,
            FVEG_08949.3,FVEG_08949.2,UNCHANGED,
            FVEG_08950.3,FVEG_08950.2,UNCHANGED,
            FVEG_08951.3,FVEG_08951.2,UNCHANGED,
            FVEG_08952.3,FVEG_08952.2,UNCHANGED,
            FVEG_08953.3,FVEG_08953.2,UNCHANGED,
            FVEG_08954.3,FVEG_08954.2,UNCHANGED,
            FVEG_08955.3,FVEG_08955.2,UNCHANGED,
            FVEG_08956.3,FVEG_08956.2,UNCHANGED,
            FVEG_08957.3,FVEG_08957.2,UNCHANGED,
            FVEG_08958.3,FVEG_08958.2,UNCHANGED,
            FVEG_08959.3,FVEG_08959.2,UNCHANGED,
            FVEG_08960.3,FVEG_08960.2,UNCHANGED,
            FVEG_08961.3,FVEG_08961.2,UNCHANGED,
            FVEG_08962.3,FVEG_08962.2,UNCHANGED,
            FVEG_08963.3,FVEG_08963.2,UNCHANGED,
            FVEG_08964.3,FVEG_08964.2,UNCHANGED,
            FVEG_08965.3,FVEG_08965.2,UNCHANGED,
            FVEG_08966.3,FVEG_08966.2,UNCHANGED,
            FVEG_08967.3,FVEG_08967.2,UNCHANGED,
            FVEG_08968.3,FVEG_08968.2,UNCHANGED,
            FVEG_08969.3,FVEG_08969.2,UNCHANGED,
            FVEG_08970.3,FVEG_08970.2,UNCHANGED,
            FVEG_08971.3,FVEG_08971.2,UNCHANGED,
            FVEG_08972.3,FVEG_08972.2,UNCHANGED,
            FVEG_08973.3,FVEG_08973.2,UNCHANGED,
            FVEG_08974.3,FVEG_08974.2,UNCHANGED,
            FVEG_08975.3,FVEG_08975.2,UNCHANGED,
            FVEG_08976.3,FVEG_08976.2,UNCHANGED,
            FVEG_08977.3,FVEG_08977.2,UNCHANGED,
            FVEG_08978.3,FVEG_08978.2,UNCHANGED,
            FVEG_08979.3,FVEG_08979.2,UNCHANGED,
            FVEG_08980.3,FVEG_08980.2,UNCHANGED,
            FVEG_08981.3,FVEG_08981.2,UNCHANGED,
            FVEG_08982.3,FVEG_08982.2,UNCHANGED,
            FVEG_08983.3,FVEG_08983.2,UNCHANGED,
            FVEG_08984.3,FVEG_08984.2,UNCHANGED,
            FVEG_08985.3,FVEG_08985.2,UNCHANGED,
            FVEG_08986.3,FVEG_08986.2,UNCHANGED,
            FVEG_08987.3,FVEG_08987.2,UNCHANGED,
            FVEG_08988.3,FVEG_08988.2,UNCHANGED,
            FVEG_08989.3,FVEG_08989.2,UNCHANGED,
            FVEG_08990.3,FVEG_08990.2,UNCHANGED,
            FVEG_08991.3,FVEG_08991.2,UNCHANGED,
            FVEG_08992.3,FVEG_08992.2,UNCHANGED,
            FVEG_08993.3,FVEG_08993.2,UNCHANGED,
            FVEG_08994.3,FVEG_08994.2,UNCHANGED,
            FVEG_08995.3,FVEG_08995.2,UNCHANGED,
            FVEG_08996.3,FVEG_08996.2,UNCHANGED,
            FVEG_08997.3,FVEG_08997.2,UNCHANGED,
            FVEG_08998.3,FVEG_08998.2,UNCHANGED,
            FVEG_08999.3,FVEG_08999.2,UNCHANGED,
