#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
            FOXG_10862.2,FOXG_10862.2,UNCHANGED,
            FOXG_10863.2,FOXG_10863.2,UNCHANGED,
            FOXG_10864.2,FOXG_10864.2,UNCHANGED,
            FOXG_10865.2,FOXG_10865.2,UNCHANGED,
            FOXG_10866.2,FOXG_10866.2,UNCHANGED,
            FOXG_10867.2,FOXG_10867.2,UNCHANGED,
            FOXG_10868.2,FOXG_10868.2,UNCHANGED,
            FOXG_10869.2,FOXG_10869.2,UNCHANGED,
            FOXG_10870.2,FOXG_10870.2,UNCHANGED,
            FOXG_10871.2,FOXG_10871.2,UNCHANGED,
            FOXG_10872.2,FOXG_10872.2,UNCHANGED,
            FOXG_10873.2,FOXG_10873.2,UNCHANGED,
            FOXG_10874.2,FOXG_10874.2,CHANGE,TRUNCATED_NEW_START
            FOXG_10875.2,FOXG_10875.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_10876.2,FOXG_10876.2,UNCHANGED,
            FOXG_10877.2,FOXG_10877.2,UNCHANGED,
            FOXG_10878.2,FOXG_10878.2,UNCHANGED,
            FOXG_10879.2,FOXG_10879.2,UNCHANGED,
            FOXG_10880.2,FOXG_10880.2,UNCHANGED,
            FOXG_10881.2,FOXG_10881.2,UNCHANGED,
            FOXG_10882.2,FOXG_10882.2,UNCHANGED,
            FOXG_10883.2,FOXG_10883.2,UNCHANGED,
            FOXG_10884.2,FOXG_10884.2,UNCHANGED,
            FOXG_10885.2,FOXG_10885.2,UNCHANGED,
            FOXG_10886.2,FOXG_10886.2,UNCHANGED,
            FOXG_10887.2,FOXG_10887.2,UNCHANGED,
            FOXG_10888.2,FOXG_10888.2,UNCHANGED,
            FOXG_10889.2,FOXG_10889.2,UNCHANGED,
            FOXG_10890.2,FOXG_10890.2,UNCHANGED,
            FOXG_10891.2,FOXG_10891.2,UNCHANGED,
            FOXG_10892.2,FOXG_10892.2,UNCHANGED,
            FOXG_10893.2,FOXG_10893.2,UNCHANGED,
            FOXG_10894.2,FOXG_10894.2,UNCHANGED,
            FOXG_10895.2,FOXG_10895.2,UNCHANGED,
            FOXG_10896.2,FOXG_10896.2,UNCHANGED,
            FOXG_10897.2,FOXG_10897.2,UNCHANGED,
            FOXG_10898.2,,DELETE,
            FOXG_10899.2,FOXG_10899.2,UNCHANGED,
            FOXG_10900.2,FOXG_10900.2,UNCHANGED,
            FOXG_10901.2,FOXG_10901.2,UNCHANGED,
            FOXG_10902.2,FOXG_10902.2,UNCHANGED,
            FOXG_10903.2,FOXG_10903.2,UNCHANGED,
            FOXG_10904.2,FOXG_10904.2,UNCHANGED,
            FOXG_10905.2,FOXG_10905.2,UNCHANGED,
            FOXG_10906.2,FOXG_10906.2,UNCHANGED,
            FOXG_10907.2,FOXG_10907.2,UNCHANGED,
            FOXG_10908.2,FOXG_10908.2,UNCHANGED,
            FOXG_10909.2,FOXG_10909.2,UNCHANGED,
            FOXG_10910.2,FOXG_10910.2,UNCHANGED,
            FOXG_10911.2,FOXG_10911.2,UNCHANGED,
            FOXG_10912.2,FOXG_10912.2,UNCHANGED,
            FOXG_10913.2,FOXG_10913.2,UNCHANGED,
            FOXG_10914.2,FOXG_10914.2,UNCHANGED,
            FOXG_10915.2,FOXG_10915.2,UNCHANGED,
            FOXG_10916.2,FOXG_10916.2,UNCHANGED,
            FOXG_10917.2,FOXG_10917.2,UNCHANGED,
            FOXG_10918.2,FOXG_10918.2,UNCHANGED,
            FOXG_10919.2,FOXG_10919.2,UNCHANGED,
            FOXG_10920.2,FOXG_10920.2,UNCHANGED,
            FOXG_10921.2,FOXG_10921.2,UNCHANGED,
            FOXG_10922.2,FOXG_10922.2,UNCHANGED,
            FOXG_10923.2,FOXG_10923.2,UNCHANGED,
            FOXG_10924.2,FOXG_10924.2,UNCHANGED,
            FOXG_10925.2,FOXG_10925.2,UNCHANGED,
            FOXG_10926.2,FOXG_10926.2,UNCHANGED,
            FOXG_10927.2,FOXG_10927.2,UNCHANGED,
            FOXG_10928.2,FOXG_10928.2,UNCHANGED,
            FOXG_10929.2,FOXG_10929.2,UNCHANGED,
            FOXG_10930.2,FOXG_10930.2,UNCHANGED,
            FOXG_10931.2,FOXG_10931.2,UNCHANGED,
            FOXG_10932.2,FOXG_10932.2,UNCHANGED,
            FOXG_10933.2,FOXG_10933.2,UNCHANGED,
            FOXG_10934.2,FOXG_10934.2,UNCHANGED,
            FOXG_10935.2,FOXG_10935.2,UNCHANGED,
            FOXG_10936.2,,DELETE,
            FOXG_10937.2,FOXG_10937.2,UNCHANGED,
            FOXG_10938.2,FOXG_10938.2,UNCHANGED,
            FOXG_10939.2,FOXG_10939.2,UNCHANGED,
            FOXG_10940.2,FOXG_10940.2,UNCHANGED,
            FOXG_10941.2,FOXG_10941.2,UNCHANGED,
            FOXG_10942.2,FOXG_10942.2,UNCHANGED,
            FOXG_10943.2,FOXG_10943.2,UNCHANGED,
            FOXG_10944.2,FOXG_10944.2,UNCHANGED,
            FOXG_10945.2,FOXG_10945.2,UNCHANGED,
            FOXG_10946.2,FOXG_10946.2,UNCHANGED,
            FOXG_10947.2,FOXG_10947.2,UNCHANGED,
            FOXG_10948.2,FOXG_10948.2,UNCHANGED,
            FOXG_10949.2,FOXG_10949.2,UNCHANGED,
            FOXG_10950.2,FOXG_10950.2,UNCHANGED,
            FOXG_10951.2,FOXG_10951.2,UNCHANGED,
            FOXG_10952.2,FOXG_10952.2,UNCHANGED,
            FOXG_10953.2,FOXG_10953.2,UNCHANGED,
            FOXG_10954.2,FOXG_10954.2,UNCHANGED,
            FOXG_10955.2,FOXG_10955.2,UNCHANGED,
            FOXG_10956.2,FOXG_10956.2,UNCHANGED,
            FOXG_10957.2,FOXG_10957.2,UNCHANGED,
            FOXG_10958.2,FOXG_10958.2,UNCHANGED,
            FOXG_10959.2,FOXG_10959.2,UNCHANGED,
            FOXG_10960.2,FOXG_10960.2,UNCHANGED,
            FOXG_10961.2,FOXG_10961.2,UNCHANGED,
            FOXG_10962.2,,DELETE,
            FOXG_10963.2,FOXG_10963.2,UNCHANGED,
            FOXG_10964.2,FOXG_10964.2,UNCHANGED,
            FOXG_10965.2,FOXG_10965.2,UNCHANGED,
            FOXG_10966.2,FOXG_10966.2,UNCHANGED,
            FOXG_10967.2,FOXG_10967.2,UNCHANGED,
            FOXG_10968.2,FOXG_10968.2,UNCHANGED,
            FOXG_10969.2,,DELETE,
            FOXG_10970.2,FOXG_10970.2,UNCHANGED,
            FOXG_10971.2,FOXG_10971.2,UNCHANGED,
            FOXG_10972.2,FOXG_10972.2,UNCHANGED,
            FOXG_10973.2,FOXG_10973.2,UNCHANGED,
            FOXG_10974.2,FOXG_10974.2,UNCHANGED,
            FOXG_10975.2,FOXG_10975.2,UNCHANGED,
            FOXG_10976.2,FOXG_10976.2,UNCHANGED,
            FOXG_10977.2,FOXG_10977.2,UNCHANGED,
            FOXG_10978.2,,DELETE,
            FOXG_10979.2,FOXG_10979.2,UNCHANGED,
            FOXG_10980.2,FOXG_10980.2,UNCHANGED,
            FOXG_10981.2,FOXG_10981.2,UNCHANGED,
            FOXG_10982.2,FOXG_10982.2,UNCHANGED,
            FOXG_10983.2,FOXG_10983.2,UNCHANGED,
            FOXG_10984.2,FOXG_10984.2,UNCHANGED,
            FOXG_10985.2,FOXG_10985.2,UNCHANGED,
            FOXG_10986.2,FOXG_10986.2,UNCHANGED,
            FOXG_10987.2,FOXG_10987.2,UNCHANGED,
            FOXG_10988.2,FOXG_10988.2,UNCHANGED,
            FOXG_10989.2,FOXG_10989.2,UNCHANGED,
            FOXG_10990.2,FOXG_10990.2,UNCHANGED,
            FOXG_10991.2,FOXG_10991.2,UNCHANGED,
            FOXG_10992.2,FOXG_10992.2,UNCHANGED,
            FOXG_10993.2,FOXG_10993.2,UNCHANGED,
            FOXG_10994.2,FOXG_10994.2,UNCHANGED,
            FOXG_10995.2,FOXG_10995.2,UNCHANGED,
            FOXG_10996.2,FOXG_10996.2,UNCHANGED,
            FOXG_10997.2,FOXG_10997.2,UNCHANGED,
            FOXG_10998.2,FOXG_10998.2,UNCHANGED,
            FOXG_10999.2,FOXG_10999.2,UNCHANGED,
            FOXG_11000.2,FOXG_11000.2,UNCHANGED,
            FOXG_11001.2,FOXG_11001.2,UNCHANGED,
            FOXG_11002.2,FOXG_11002.2,UNCHANGED,
            FOXG_11003.2,FOXG_11003.2,UNCHANGED,
            FOXG_11004.2,FOXG_11004.2,UNCHANGED,
            FOXG_11005.2,FOXG_11005.2,UNCHANGED,
            FOXG_11006.2,FOXG_11006.2,UNCHANGED,
            FOXG_11007.2,FOXG_11007.2,UNCHANGED,
            FOXG_11008.2,FOXG_11008.2,UNCHANGED,
            FOXG_11009.2,FOXG_11009.2,UNCHANGED,
            FOXG_11010.2,FOXG_11010.2,UNCHANGED,
            FOXG_11011.2,FOXG_11011.2,UNCHANGED,
            FOXG_11012.2,FOXG_11012.2,UNCHANGED,
            FOXG_11013.2,FOXG_11013.2,UNCHANGED,
            FOXG_11014.2,FOXG_11014.2,UNCHANGED,
            FOXG_11015.2,FOXG_11015.2,UNCHANGED,
            FOXG_11016.2,FOXG_11016.2,UNCHANGED,
            FOXG_11017.2,FOXG_11017.2,UNCHANGED,
            FOXG_11018.2,FOXG_11018.2,UNCHANGED,
            FOXG_11019.2,FOXG_11019.2,UNCHANGED,
            FOXG_11020.2,FOXG_11020.2,UNCHANGED,
            FOXG_11021.2,FOXG_11021.2,UNCHANGED,
            FOXG_11022.2,FOXG_11022.2,UNCHANGED,
            FOXG_11023.2,FOXG_11023.2,UNCHANGED,
            FOXG_11024.2,FOXG_11024.2,UNCHANGED,
            FOXG_11025.2,FOXG_11025.2,UNCHANGED,
            FOXG_11026.2,FOXG_11026.2,UNCHANGED,
            FOXG_11027.2,FOXG_11027.2,UNCHANGED,
            FOXG_11028.2,FOXG_11028.2,UNCHANGED,
            FOXG_11029.2,FOXG_11029.2,UNCHANGED,
            FOXG_11030.2,FOXG_11030.2,CHANGE,UTR_CHANGED
            FOXG_11031.2,FOXG_11031.2,UNCHANGED,
            FOXG_11032.2,FOXG_11032.2,UNCHANGED,
            FOXG_11033.2,FOXG_11033.2,UNCHANGED,
            FOXG_11034.2,FOXG_11034.2,UNCHANGED,
            FOXG_11035.2,FOXG_11035.2,UNCHANGED,
            FOXG_11036.2,FOXG_11036.2,UNCHANGED,
            FOXG_11037.2,FOXG_11037.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11038.2,FOXG_11038.2,UNCHANGED,
            FOXG_11039.2,FOXG_11039.2,UNCHANGED,
            FOXG_11040.2,FOXG_11040.2,UNCHANGED,
            FOXG_11041.2,FOXG_11041.2,CHANGE,EVIDENCE_CHANGED
            FOXG_11042.2,FOXG_11042.2,UNCHANGED,
            FOXG_11043.2,FOXG_11043.2,UNCHANGED,
            FOXG_11044.2,FOXG_11044.2,UNCHANGED,
            FOXG_11045.2,FOXG_11045.2,UNCHANGED,
            FOXG_11046.2,FOXG_11046.2,UNCHANGED,
            FOXG_11047.2,FOXG_11047.2,UNCHANGED,
            FOXG_11048.2,FOXG_11048.2,UNCHANGED,
            FOXG_11049.2,FOXG_11049.2,UNCHANGED,
            FOXG_11050.2,FOXG_11050.2,CHANGE,TRUNCATED_NEW_START
            FOXG_11051.2,FOXG_11051.2,UNCHANGED,
            FOXG_11052.2,FOXG_11052.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11053.2,FOXG_11053.2,UNCHANGED,
            FOXG_11054.2,FOXG_11054.2,UNCHANGED,
            FOXG_11055.2,FOXG_11055.2,UNCHANGED,
            FOXG_11056.2,FOXG_11056.2,UNCHANGED,
            FOXG_11057.2,FOXG_11057.2,UNCHANGED,
            FOXG_11058.2,FOXG_11058.2,UNCHANGED,
            FOXG_11059.2,FOXG_11059.2,UNCHANGED,
            FOXG_11060.2,FOXG_11060.2,UNCHANGED,
            FOXG_11061.2,FOXG_11061.2,UNCHANGED,
            FOXG_11062.2,FOXG_11062.2,CHANGE,EXTENDED_NEW_STOP
            FOXG_11063.2,FOXG_11063.2,UNCHANGED,
            FOXG_11064.2,FOXG_11064.2,UNCHANGED,
            FOXG_11065.2,FOXG_11065.2,UNCHANGED,
            FOXG_11066.2,FOXG_11066.2,UNCHANGED,
            FOXG_11067.2,FOXG_11067.2,UNCHANGED,
            FOXG_11068.2,FOXG_11068.2,UNCHANGED,
            FOXG_11069.2,FOXG_11069.2,UNCHANGED,
            FOXG_11070.2,FOXG_11070.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11071.2,FOXG_11071.2,UNCHANGED,
            FOXG_11072.2,FOXG_11072.2,UNCHANGED,
            FOXG_11073.2,FOXG_11073.2,UNCHANGED,
            FOXG_11074.2,FOXG_11074.2,UNCHANGED,
            FOXG_11075.2,FOXG_11075.2,UNCHANGED,
            FOXG_11076.2,FOXG_11076.2,UNCHANGED,
            FOXG_11077.2,FOXG_11077.2,CHANGE,EVIDENCE_CHANGED
            FOXG_11078.2,FOXG_11078.2,UNCHANGED,
            FOXG_11079.2,FOXG_11079.2,UNCHANGED,
            FOXG_11080.2,FOXG_11080.2,UNCHANGED,
            FOXG_11081.2,FOXG_11081.2,UNCHANGED,
            FOXG_11082.2,FOXG_11082.2,UNCHANGED,
            FOXG_11083.2,FOXG_11083.2,CHANGE,TRUNCATED_NEW_START
            FOXG_11084.2,FOXG_11084.2,UNCHANGED,
            FOXG_11085.2,FOXG_11085.2,UNCHANGED,
            FOXG_11086.2,FOXG_11086.2,UNCHANGED,
            FOXG_11087.2,FOXG_11087.2,UNCHANGED,
            FOXG_11088.2,FOXG_11088.2,UNCHANGED,
            FOXG_11089.2,FOXG_11089.2,UNCHANGED,
            FOXG_11090.2,FOXG_11090.2,UNCHANGED,
            FOXG_11091.2,FOXG_11091.2,UNCHANGED,
            FOXG_11092.2,FOXG_11092.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11093.2,FOXG_11093.2,UNCHANGED,
            FOXG_11094.2,FOXG_11094.2,UNCHANGED,
            FOXG_11095.2,FOXG_11095.2,UNCHANGED,
            FOXG_11096.2,FOXG_11096.2,UNCHANGED,
            FOXG_11097.2,FOXG_11097.2,UNCHANGED,
            FOXG_11098.2,FOXG_11098.2,UNCHANGED,
            FOXG_11099.2,FOXG_11099.2,UNCHANGED,
            FOXG_11100.2,FOXG_11100.2,UNCHANGED,
            FOXG_11101.2,FOXG_11101.2,UNCHANGED,
            FOXG_11102.2,FOXG_11102.2,UNCHANGED,
            FOXG_11103.2,FOXG_11103.2,UNCHANGED,
            FOXG_11104.2,FOXG_11104.2,UNCHANGED,
            FOXG_11105.2,FOXG_11105.2,UNCHANGED,
            FOXG_11106.2,FOXG_11106.2,UNCHANGED,
            FOXG_11107.2,FOXG_11107.2,UNCHANGED,
            FOXG_11108.2,FOXG_11108.2,UNCHANGED,
            FOXG_11109.2,FOXG_11109.2,UNCHANGED,
            FOXG_11110.2,FOXG_11110.2,UNCHANGED,
            FOXG_11111.2,FOXG_11111.2,UNCHANGED,
            FOXG_11112.2,FOXG_11112.2,UNCHANGED,
            FOXG_11113.2,FOXG_11113.2,UNCHANGED,
            FOXG_11114.2,FOXG_11114.2,UNCHANGED,
            FOXG_11115.2,FOXG_11115.2,UNCHANGED,
            FOXG_11116.2,FOXG_11116.2,UNCHANGED,
            FOXG_11117.2,FOXG_11117.2,UNCHANGED,
            FOXG_11118.2,FOXG_11118.2,UNCHANGED,
            FOXG_11119.2,FOXG_11119.2,UNCHANGED,
            FOXG_11120.2,FOXG_11120.2,UNCHANGED,
            FOXG_11121.2,FOXG_11121.2,UNCHANGED,
            FOXG_11122.2,FOXG_11122.2,UNCHANGED,
            FOXG_11123.2,FOXG_11123.2,UNCHANGED,
            FOXG_11124.2,FOXG_11124.2,UNCHANGED,
            FOXG_11125.2,FOXG_11125.2,UNCHANGED,
            FOXG_11126.2,FOXG_11126.2,UNCHANGED,
            FOXG_11127.2,FOXG_11127.2,UNCHANGED,
            FOXG_11128.2,FOXG_11128.2,UNCHANGED,
            FOXG_11129.2,FOXG_11129.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11130.2,FOXG_11130.2,UNCHANGED,
            FOXG_11131.2,FOXG_11131.2,UNCHANGED,
            FOXG_11132.2,FOXG_11132.2,UNCHANGED,
            FOXG_11133.2,FOXG_11133.2,UNCHANGED,
            FOXG_11134.2,FOXG_11134.2,UNCHANGED,
            FOXG_11135.2,FOXG_11135.2,UNCHANGED,
            FOXG_11136.2,FOXG_11136.2,UNCHANGED,
            FOXG_11137.2,FOXG_11137.2,UNCHANGED,
            FOXG_11138.2,FOXG_11138.2,UNCHANGED,
            FOXG_11139.2,FOXG_11139.2,UNCHANGED,
            FOXG_11140.2,FOXG_11140.2,UNCHANGED,
            FOXG_11141.2,FOXG_11141.2,UNCHANGED,
            FOXG_11142.2,FOXG_11142.2,UNCHANGED,
            FOXG_11143.2,FOXG_11143.2,UNCHANGED,
            FOXG_11144.2,FOXG_11144.2,UNCHANGED,
            FOXG_11145.2,,DELETE,
            FOXG_11146.2,FOXG_11146.2,UNCHANGED,
            FOXG_11147.2,FOXG_11147.2,UNCHANGED,
            FOXG_11148.2,FOXG_11148.2,UNCHANGED,
            FOXG_11149.2,FOXG_11149.2,UNCHANGED,
            FOXG_11150.2,FOXG_11150.2,UNCHANGED,
            FOXG_11151.2,FOXG_11151.2,UNCHANGED,
            FOXG_11152.2,FOXG_11152.2,UNCHANGED,
            FOXG_11153.2,FOXG_11153.2,UNCHANGED,
            FOXG_11154.2,FOXG_11154.2,UNCHANGED,
            FOXG_11155.2,FOXG_11155.2,UNCHANGED,
            FOXG_11156.2,FOXG_11156.2,UNCHANGED,
            FOXG_11157.2,FOXG_11157.2,UNCHANGED,
            FOXG_11158.2,FOXG_11158.2,UNCHANGED,
            FOXG_11159.2,FOXG_11159.2,UNCHANGED,
            FOXG_11160.2,FOXG_11160.2,UNCHANGED,
            FOXG_11161.2,FOXG_11161.2,UNCHANGED,
            FOXG_11162.2,FOXG_11162.2,UNCHANGED,
            FOXG_11163.2,FOXG_11163.2,CHANGE,EVIDENCE_CHANGED
            FOXG_11164.2,FOXG_11164.2,UNCHANGED,
            FOXG_11165.2,FOXG_11165.2,UNCHANGED,
            FOXG_11166.2,,DELETE,
            FOXG_11167.2,FOXG_11167.2,UNCHANGED,
            FOXG_11168.2,FOXG_11168.2,UNCHANGED,
            FOXG_11169.2,FOXG_11169.2,UNCHANGED,
            FOXG_11170.2,FOXG_11170.2,UNCHANGED,
            FOXG_11171.2,FOXG_11171.2,UNCHANGED,
            FOXG_11172.2,FOXG_11172.2,UNCHANGED,
            FOXG_11173.2,FOXG_11173.2,UNCHANGED,
            FOXG_11174.2,FOXG_11174.2,UNCHANGED,
            FOXG_11175.2,FOXG_11175.2,UNCHANGED,
            FOXG_11176.2,FOXG_11176.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11177.2,FOXG_11177.2,UNCHANGED,
            FOXG_11178.2,FOXG_11178.2,UNCHANGED,
            FOXG_11179.2,FOXG_11179.2,UNCHANGED,
            FOXG_11180.2,FOXG_11180.2,UNCHANGED,
            FOXG_11181.2,FOXG_11181.2,UNCHANGED,
            FOXG_11182.2,FOXG_11182.2,UNCHANGED,
            FOXG_11183.2,FOXG_11183.2,UNCHANGED,
            FOXG_11184.2,FOXG_11184.2,UNCHANGED,
            FOXG_11185.2,FOXG_11185.2,UNCHANGED,
            FOXG_11186.2,FOXG_11186.2,UNCHANGED,
            FOXG_11187.2,FOXG_11187.2,UNCHANGED,
            FOXG_11188.2,FOXG_11188.2,UNCHANGED,
            FOXG_11189.2,FOXG_11189.2,UNCHANGED,
            FOXG_11190.2,FOXG_11190.2,UNCHANGED,
            FOXG_11191.2,FOXG_11191.2,UNCHANGED,
            FOXG_11192.2,FOXG_11192.2,UNCHANGED,
            FOXG_11193.2,FOXG_11193.2,UNCHANGED,
            FOXG_11194.2,FOXG_11194.2,UNCHANGED,
            FOXG_11195.2,FOXG_11195.2,UNCHANGED,
            FOXG_11196.2,FOXG_11196.2,UNCHANGED,
            FOXG_11197.2,FOXG_11197.2,UNCHANGED,
            FOXG_11198.2,FOXG_11198.2,UNCHANGED,
            FOXG_11199.2,FOXG_11199.2,UNCHANGED,
            FOXG_11200.2,FOXG_11200.2,UNCHANGED,
            FOXG_11201.2,FOXG_11201.2,UNCHANGED,
            FOXG_11202.2,FOXG_11202.2,UNCHANGED,
            FOXG_11203.2,FOXG_11203.2,UNCHANGED,
            FOXG_11204.2,FOXG_11204.2,UNCHANGED,
            FOXG_11205.2,FOXG_11205.2,UNCHANGED,
            FOXG_11206.2,FOXG_11206.2,UNCHANGED,
            FOXG_11207.2,FOXG_11207.2,UNCHANGED,
            FOXG_11208.2,FOXG_11208.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11209.2,FOXG_11209.2,UNCHANGED,
            FOXG_11210.2,FOXG_11210.2,UNCHANGED,
            FOXG_11211.2,FOXG_11211.2,UNCHANGED,
            FOXG_11212.2,FOXG_11212.2,UNCHANGED,
            FOXG_11213.2,FOXG_11213.2,UNCHANGED,
            FOXG_11214.2,FOXG_11214.2,UNCHANGED,
            FOXG_11215.2,FOXG_11215.2,UNCHANGED,
            FOXG_11216.2,FOXG_11216.2,UNCHANGED,
            FOXG_11217.2,FOXG_11217.2,UNCHANGED,
            FOXG_11218.2,FOXG_11218.2,UNCHANGED,
            FOXG_11219.2,FOXG_11219.2,UNCHANGED,
            FOXG_11220.2,FOXG_11220.2,UNCHANGED,
            FOXG_11221.2,FOXG_11221.2,UNCHANGED,
            FOXG_11222.2,FOXG_11222.2,UNCHANGED,
            FOXG_11223.2,FOXG_11223.2,UNCHANGED,
            FOXG_11224.2,FOXG_11224.2,UNCHANGED,
            FOXG_11225.2,FOXG_11225.2,UNCHANGED,
            FOXG_11226.2,FOXG_11226.2,UNCHANGED,
            FOXG_11227.2,FOXG_11227.2,UNCHANGED,
            FOXG_11228.2,FOXG_11228.2,UNCHANGED,
            FOXG_11229.2,FOXG_11229.2,UNCHANGED,
            FOXG_11230.2,FOXG_11230.2,UNCHANGED,
            FOXG_11231.2,FOXG_11231.2,UNCHANGED,
            FOXG_11232.2,FOXG_11232.2,UNCHANGED,
            FOXG_11233.2,FOXG_11233.2,CHANGE,EVIDENCE_CHANGED
            FOXG_11234.2,FOXG_11234.2,UNCHANGED,
            FOXG_11235.2,FOXG_11235.2,UNCHANGED,
            FOXG_11236.2,FOXG_11236.2,UNCHANGED,
            FOXG_11237.2,FOXG_11237.2,UNCHANGED,
            FOXG_11238.2,FOXG_11238.2,UNCHANGED,
            FOXG_11239.2,FOXG_11239.2,UNCHANGED,
            FOXG_11240.2,FOXG_11240.2,UNCHANGED,
            FOXG_11241.2,FOXG_11241.2,UNCHANGED,
            FOXG_11242.2,FOXG_11242.2,UNCHANGED,
            FOXG_11243.2,FOXG_11243.2,UNCHANGED,
            FOXG_11244.2,FOXG_11244.2,UNCHANGED,
            FOXG_11245.2,FOXG_11245.2,UNCHANGED,
            FOXG_11246.2,FOXG_11246.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11247.2,FOXG_11247.2,UNCHANGED,
            FOXG_11248.2,FOXG_11248.2,UNCHANGED,
            FOXG_11249.2,FOXG_11249.2,UNCHANGED,
            FOXG_11250.2,FOXG_11250.2,UNCHANGED,
            FOXG_11251.2,FOXG_11251.2,UNCHANGED,
            FOXG_11252.2,FOXG_11252.2,UNCHANGED,
            FOXG_11253.2,FOXG_11253.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11254.2,FOXG_11254.2,UNCHANGED,
            FOXG_11255.2,FOXG_11255.2,UNCHANGED,
            FOXG_11256.2,FOXG_11256.2,UNCHANGED,
            FOXG_11257.2,FOXG_11257.2,UNCHANGED,
            FOXG_11258.2,FOXG_11258.2,UNCHANGED,
            FOXG_11259.2,FOXG_11259.2,UNCHANGED,
            FOXG_11260.2,FOXG_11260.2,UNCHANGED,
            FOXG_11261.2,FOXG_11261.2,UNCHANGED,
            FOXG_11262.2,FOXG_11262.2,UNCHANGED,
            FOXG_11263.2,FOXG_11263.2,UNCHANGED,
            FOXG_11264.2,FOXG_11264.2,UNCHANGED,
            FOXG_11265.2,FOXG_11265.2,UNCHANGED,
            FOXG_11266.2,FOXG_11266.2,UNCHANGED,
            FOXG_11267.2,FOXG_11267.2,UNCHANGED,
            FOXG_11268.2,FOXG_11268.2,CHANGE,UTR_CHANGED
            FOXG_11269.2,FOXG_11269.2,UNCHANGED,
            FOXG_11270.2,FOXG_11270.2,UNCHANGED,
            FOXG_11271.2,FOXG_11271.2,UNCHANGED,
            FOXG_11272.2,FOXG_11272.2,UNCHANGED,
            FOXG_11273.2,FOXG_11273.2,UNCHANGED,
            FOXG_11274.2,FOXG_11274.2,UNCHANGED,
            FOXG_11275.2,FOXG_11275.2,UNCHANGED,
            FOXG_11276.2,FOXG_11276.2,UNCHANGED,
            FOXG_11277.2,FOXG_11277.2,UNCHANGED,
            FOXG_11278.2,FOXG_11278.2,UNCHANGED,
            FOXG_11279.2,FOXG_11279.2,UNCHANGED,
            FOXG_11280.2,FOXG_11280.2,UNCHANGED,
            FOXG_11281.2,FOXG_11281.2,UNCHANGED,
            FOXG_11282.2,FOXG_11282.2,UNCHANGED,
            FOXG_11283.2,FOXG_11283.2,UNCHANGED,
            FOXG_11284.2,FOXG_11284.2,UNCHANGED,
            FOXG_11285.2,FOXG_11285.2,UNCHANGED,
            FOXG_11286.2,FOXG_11286.2,UNCHANGED,
            FOXG_11287.2,FOXG_11287.2,UNCHANGED,
            FOXG_11288.2,FOXG_11288.2,UNCHANGED,
            FOXG_11289.2,FOXG_11289.2,UNCHANGED,
            FOXG_11290.2,FOXG_11290.2,UNCHANGED,
            FOXG_11291.2,FOXG_11291.2,UNCHANGED,
            FOXG_11292.2,FOXG_11292.2,UNCHANGED,
            FOXG_11293.2,FOXG_11293.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_11294.2,FOXG_11294.2,UNCHANGED,
            FOXG_11295.2,FOXG_11295.2,UNCHANGED,
            FOXG_11296.2,FOXG_11296.2,UNCHANGED,
            FOXG_11297.2,FOXG_11297.2,UNCHANGED,
            FOXG_11298.2,FOXG_11298.2,UNCHANGED,
            FOXG_11299.2,FOXG_11299.2,UNCHANGED,
            FOXG_11300.2,FOXG_11300.2,UNCHANGED,
            FOXG_11301.2,FOXG_11301.2,UNCHANGED,
            FOXG_11302.2,FOXG_11302.2,UNCHANGED,
            FOXG_11303.2,FOXG_11303.2,UNCHANGED,
            FOXG_11304.2,FOXG_11304.2,UNCHANGED,
            FOXG_11305.2,FOXG_11305.2,UNCHANGED,
            FOXG_11306.2,FOXG_11306.2,UNCHANGED,
            FOXG_11307.2,FOXG_11307.2,UNCHANGED,
            FOXG_11308.2,FOXG_11308.2,UNCHANGED,
            FOXG_11309.2,FOXG_11309.2,UNCHANGED,
            FOXG_11310.2,FOXG_11310.2,UNCHANGED,
            FOXG_11311.2,FOXG_11311.2,UNCHANGED,
            FOXG_11312.2,FOXG_11312.2,UNCHANGED,
            FOXG_11313.2,FOXG_11313.2,UNCHANGED,
            FOXG_11314.2,FOXG_11314.2,UNCHANGED,
            FOXG_11315.2,FOXG_11315.2,UNCHANGED,
            FOXG_11316.2,FOXG_11316.2,UNCHANGED,
            FOXG_11317.2,FOXG_11317.2,UNCHANGED,
            FOXG_11318.2,FOXG_11318.2,UNCHANGED,
            FOXG_11319.2,FOXG_11319.2,UNCHANGED,
            FOXG_11320.2,,DELETE,
            FOXG_11321.2,FOXG_11321.2,UNCHANGED,
